Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Longitude,Latitude,Victim Age,Victim Gender,Weapon Used
9528,2024-03-21,2024-02-10,01:08,Sanpada,101,Theft,73.041771,18.98917,29,Male,Gun
9529,2024-10-06,2020-06-14,11:18,Belapur,107,Homicide,73.035887,18.924154,38,Other,None
9530,2022-04-19,2021-01-22,17:10,Airoli,102,Robbery,73.034939,19.175173,47,Female,Blunt Object
9531,2023-03-29,2023-03-20,15:51,Airoli,108,Vandalism,72.955956,19.131607,35,Male,Fire
9532,2020-03-04,2020-03-01,19:53,Airoli,104,Burglary,72.926954,18.933941,65,Male,Other
9533,2024-07-16,2021-01-14,18:00,Belapur,103,Assault,72.988305,19.117625,46,Male,Gun
9534,2021-01-28,2020-05-30,06:36,Koparkhairane,101,Theft,73.058329,18.916582,23,Other,Explosives
9535,2020-07-05,2020-02-29,05:45,Sanpada,104,Burglary,72.955231,19.172338,73,Other,Gun
9536,2020-04-27,2020-04-25,11:03,Mansarovar,109,Cybercrime,73.097735,19.12925,75,Female,Poison
9537,2022-05-29,2020-01-05,09:34,Nerul,108,Vandalism,72.937968,19.058545,28,Other,None
9538,2021-06-21,2021-04-21,07:32,Sanpada,104,Burglary,73.025989,19.056362,39,Female,Poison
9539,2024-08-11,2021-06-18,06:37,Juhinagar,101,Theft,72.901108,18.963466,55,Male,Explosives
9540,2024-06-09,2021-12-05,09:51,Sanpada,102,Robbery,72.931765,19.028667,12,Other,Blunt Object
9541,2024-08-24,2022-05-01,17:22,Airoli,101,Theft,72.979506,18.927259,39,Female,Knife
9542,2020-08-02,2020-05-07,19:48,Koparkhairane,109,Cybercrime,72.987791,19.03252,28,Male,Explosives
9543,2025-01-23,2022-11-12,05:51,Sanpada,105,Fraud,73.017189,18.975504,68,Female,Knife
9544,2022-07-31,2022-05-11,08:41,Mansarovar,108,Vandalism,72.913024,18.910273,71,Other,Other
9545,2024-10-25,2021-03-10,17:34,Juhinagar,105,Fraud,72.965344,19.023857,48,Female,Gun
9546,2024-02-21,2023-02-09,07:30,Airoli,106,Drug-related crime,73.053621,18.931157,31,Other,Blunt Object
9547,2024-01-17,2021-02-23,18:28,Turbhe,108,Vandalism,72.953721,19.012,34,Female,Gun
9548,2020-05-27,2020-03-15,03:48,Seawoods,110,Kidnapping,73.087878,18.9218,70,Other,Other
9549,2025-03-16,2021-09-05,02:22,Belapur,104,Burglary,72.919817,18.913034,20,Female,Gun
9550,2024-08-30,2021-07-24,00:42,Turbhe,107,Homicide,73.031864,18.97383,54,Male,Poison
9551,2022-04-05,2021-10-25,15:54,Turbhe,101,Theft,73.001287,19.141095,67,Male,Fire
9552,2023-02-24,2020-05-21,04:20,Sanpada,104,Burglary,73.076691,19.141662,30,Male,Knife
9553,2023-08-11,2022-10-11,14:00,Vashi,103,Assault,72.915242,18.977529,76,Female,None
9554,2021-06-11,2020-06-21,15:22,Kharghar,103,Assault,73.05055,19.155722,79,Other,Poison
9555,2022-03-08,2021-08-20,00:47,Nerul,107,Homicide,72.90338,18.948397,77,Male,Fire
9556,2022-06-07,2020-09-10,17:20,Belapur,108,Vandalism,73.073312,18.990577,58,Male,None
9557,2025-02-07,2021-10-06,06:55,Juhinagar,101,Theft,73.086861,18.959203,13,Other,Other
9558,2022-03-11,2021-09-25,03:56,Airoli,105,Fraud,72.988762,19.049388,68,Other,None
9559,2023-02-22,2021-12-15,12:00,Turbhe,106,Drug-related crime,73.010129,19.136338,49,Male,Blunt Object
9560,2020-04-20,2020-01-01,14:41,Belapur,102,Robbery,73.094543,19.15198,15,Male,Knife
9561,2020-12-04,2020-09-08,08:55,Juhinagar,107,Homicide,72.919925,18.981848,34,Female,Blunt Object
9562,2021-11-01,2020-02-24,12:22,Juhinagar,101,Theft,73.074224,19.177385,26,Other,Knife
9563,2020-06-18,2020-04-29,15:22,Nerul,110,Kidnapping,72.998805,19.146087,58,Other,Explosives
9564,2021-05-11,2020-01-22,19:28,Vashi,109,Cybercrime,73.080036,19.153945,77,Male,Gun
9565,2020-07-12,2020-04-03,12:13,Mansarovar,104,Burglary,73.058966,19.167072,62,Female,Fire
9566,2021-11-25,2020-07-13,13:04,Mansarovar,102,Robbery,73.05905,18.963166,79,Male,Explosives
9567,2025-02-04,2024-06-23,05:05,Turbhe,108,Vandalism,72.997911,19.081551,30,Other,Explosives
9568,2023-07-05,2020-04-09,23:43,Seawoods,110,Kidnapping,73.088368,18.966118,69,Female,Fire
9569,2022-06-30,2020-01-23,00:46,Juhinagar,105,Fraud,72.958588,18.991619,33,Other,Explosives
9570,2024-08-22,2024-04-22,21:52,Turbhe,105,Fraud,72.906073,19.059008,12,Male,Other
9571,2021-04-17,2020-07-16,09:26,Vashi,105,Fraud,72.930858,19.067857,69,Female,Other
9572,2021-08-13,2021-04-16,15:49,Sanpada,103,Assault,72.921243,19.181587,38,Male,Explosives
9573,2024-08-04,2024-07-26,10:59,Mansarovar,110,Kidnapping,73.016422,18.972981,47,Male,Fire
9574,2022-02-28,2022-01-29,19:11,Seawoods,110,Kidnapping,73.064167,19.163677,23,Male,None
9575,2020-03-06,2020-01-01,13:45,Kharghar,105,Fraud,72.980827,19.048755,68,Female,Knife
9576,2021-02-14,2020-08-21,22:32,Koparkhairane,109,Cybercrime,73.065097,18.941454,17,Female,Explosives
9577,2024-07-27,2024-04-28,17:05,Koparkhairane,107,Homicide,72.908236,19.039526,34,Male,Explosives
9578,2020-12-05,2020-08-11,14:32,Turbhe,103,Assault,73.067831,19.174707,23,Female,Poison
9579,2023-04-09,2022-03-18,11:52,Mansarovar,106,Drug-related crime,73.038528,19.024949,46,Female,Knife
9580,2021-04-14,2020-09-08,22:00,Kharghar,108,Vandalism,72.968714,19.166068,21,Male,Knife
9581,2024-08-03,2021-01-16,06:14,Mansarovar,105,Fraud,72.91365,18.942155,58,Female,Poison
9582,2022-09-24,2022-08-09,16:18,Nerul,107,Homicide,73.017898,18.974927,74,Female,Other
9583,2023-11-28,2023-09-30,14:31,Kharghar,108,Vandalism,73.051173,19.087647,20,Male,Knife
9584,2022-06-03,2021-07-25,20:42,Seawoods,105,Fraud,72.917217,18.936203,41,Male,Poison
9585,2022-06-16,2022-05-12,13:44,Belapur,102,Robbery,72.980952,19.172201,66,Male,Explosives
9586,2024-10-07,2023-05-16,20:28,Juhinagar,106,Drug-related crime,72.936267,18.911905,48,Male,Explosives
9587,2021-11-13,2021-02-16,01:37,Belapur,109,Cybercrime,73.041461,18.990032,77,Other,Explosives
9588,2021-06-20,2020-09-09,19:31,Turbhe,106,Drug-related crime,73.04927,19.053353,38,Male,Fire
9589,2024-03-07,2021-01-30,01:05,Nerul,108,Vandalism,73.032258,19.118453,52,Female,None
9590,2024-06-07,2024-04-22,23:59,Mansarovar,105,Fraud,72.933296,19.013862,24,Other,Gun
9591,2023-07-25,2021-12-24,17:58,Airoli,103,Assault,72.96813,19.181901,23,Male,Blunt Object
9592,2024-10-11,2022-05-24,16:46,Vashi,105,Fraud,72.918063,19.105939,28,Male,Fire
9593,2023-11-10,2022-05-28,21:40,Kharghar,105,Fraud,73.011109,19.19095,41,Female,None
9594,2022-01-25,2021-08-10,10:37,Belapur,106,Drug-related crime,72.92512,19.182221,39,Other,Fire
9595,2023-10-09,2020-12-30,08:28,Airoli,106,Drug-related crime,73.072705,19.150246,53,Female,None
9596,2024-02-20,2020-11-06,19:18,Kharghar,102,Robbery,73.025914,18.926778,49,Other,Other
9597,2024-04-19,2022-09-01,08:23,Vashi,105,Fraud,72.979213,19.158976,18,Male,Gun
9598,2022-06-27,2020-02-11,03:00,Seawoods,103,Assault,72.929686,19.176699,66,Male,None
9599,2024-01-17,2022-01-31,17:42,Nerul,107,Homicide,72.917261,19.07587,76,Female,Other
9600,2022-12-18,2020-02-13,03:38,Mansarovar,110,Kidnapping,72.986935,18.935789,27,Female,Blunt Object
9601,2021-03-06,2020-12-24,11:40,Nerul,103,Assault,72.934016,18.919844,48,Male,Other
9602,2023-06-26,2022-11-21,05:29,Turbhe,106,Drug-related crime,72.904549,19.185596,38,Other,Knife
9603,2023-11-10,2022-12-02,10:18,Sanpada,101,Theft,72.989581,19.024682,75,Female,Blunt Object
9604,2021-03-22,2020-12-29,18:09,Airoli,106,Drug-related crime,72.970002,18.923829,72,Female,Blunt Object
9605,2024-10-18,2021-01-16,02:26,Juhinagar,102,Robbery,72.930544,19.153833,57,Other,Blunt Object
9606,2024-11-13,2023-07-03,00:53,Turbhe,103,Assault,72.904197,18.932032,67,Other,Blunt Object
9607,2024-12-20,2020-01-31,23:48,Turbhe,105,Fraud,72.948687,19.167643,35,Other,Knife
9608,2022-02-26,2020-03-08,01:16,Koparkhairane,105,Fraud,73.091698,19.126498,59,Female,None
9609,2023-03-14,2020-10-10,06:56,Turbhe,103,Assault,72.917121,19.126609,68,Male,Gun
9610,2021-06-05,2020-12-23,23:08,Kharghar,109,Cybercrime,73.036202,19.039307,51,Male,Blunt Object
9611,2022-03-23,2020-11-17,09:08,Seawoods,108,Vandalism,73.04001,18.9174,10,Female,Blunt Object
9612,2024-05-25,2020-01-02,14:29,Juhinagar,103,Assault,73.05678,19.006763,47,Male,Fire
9613,2020-06-19,2020-03-23,21:13,Juhinagar,107,Homicide,73.076804,19.085427,37,Male,Knife
9614,2023-06-07,2021-03-11,14:23,Sanpada,105,Fraud,73.032287,18.928202,33,Other,Poison
9615,2020-11-04,2020-05-12,03:52,Vashi,101,Theft,73.016849,19.049125,48,Female,Other
9616,2021-09-22,2021-06-08,21:16,Sanpada,110,Kidnapping,72.918396,19.082565,41,Female,Gun
9617,2024-09-02,2022-01-08,06:38,Vashi,102,Robbery,73.096862,19.043289,40,Female,Gun
9618,2020-09-01,2020-02-25,01:52,Koparkhairane,108,Vandalism,72.937367,19.043672,45,Female,None
9619,2024-04-11,2022-08-18,06:45,Belapur,109,Cybercrime,73.059302,19.158407,73,Female,Knife
9620,2024-07-27,2023-11-25,03:17,Vashi,107,Homicide,73.010011,19.150493,44,Other,Explosives
9621,2020-04-12,2020-02-15,17:01,Airoli,109,Cybercrime,72.963062,18.916247,55,Other,Explosives
9622,2022-12-22,2020-11-01,02:47,Mansarovar,104,Burglary,73.052556,19.110619,49,Male,Fire
9623,2023-07-27,2020-10-17,00:19,Kharghar,105,Fraud,72.946895,19.011702,37,Male,Blunt Object
9624,2021-08-23,2020-09-18,16:17,Sanpada,109,Cybercrime,73.032559,18.958258,50,Male,Gun
9625,2021-05-26,2020-08-14,19:53,Seawoods,105,Fraud,73.007534,18.971388,61,Male,Poison
9626,2024-12-12,2023-07-05,00:44,Sanpada,101,Theft,72.923011,19.017397,59,Male,Blunt Object
9627,2025-01-13,2021-09-13,00:38,Seawoods,105,Fraud,72.959222,19.002391,32,Male,Poison
9628,2020-05-30,2020-04-12,05:25,Belapur,108,Vandalism,72.938929,19.12308,35,Other,Poison
9629,2021-01-04,2020-07-02,20:06,Vashi,110,Kidnapping,72.939081,18.91234,78,Female,Explosives
9630,2024-07-01,2020-04-09,09:11,Mansarovar,105,Fraud,72.930055,19.163895,21,Other,Knife
9631,2024-12-31,2023-10-18,04:03,Juhinagar,104,Burglary,72.95458,18.937323,39,Male,None
9632,2022-05-16,2021-12-18,08:16,Kharghar,102,Robbery,72.935623,18.923252,61,Other,Poison
9633,2022-05-17,2021-01-25,11:38,Belapur,104,Burglary,73.098048,19.083059,49,Female,Gun
9634,2020-08-22,2020-02-14,13:23,Juhinagar,110,Kidnapping,73.029168,19.097797,40,Female,Other
9635,2022-07-24,2021-07-31,03:03,Koparkhairane,104,Burglary,73.065193,19.029769,62,Female,Other
9636,2024-08-09,2023-02-13,12:21,Belapur,102,Robbery,72.920989,19.016633,34,Male,Gun
9637,2024-08-29,2021-02-10,13:49,Turbhe,103,Assault,73.071704,19.172016,42,Male,Gun
9638,2021-09-20,2020-05-23,01:09,Mansarovar,110,Kidnapping,73.09277,19.037425,79,Male,Explosives
9639,2022-11-22,2022-02-09,10:55,Mansarovar,106,Drug-related crime,73.063916,18.951373,51,Other,None
9640,2024-05-30,2024-01-22,02:50,Airoli,109,Cybercrime,72.965033,19.181189,73,Female,Explosives
9641,2024-01-27,2023-05-05,09:53,Vashi,101,Theft,72.980439,19.051194,13,Male,None
9642,2024-06-07,2022-08-21,07:10,Nerul,110,Kidnapping,73.098137,19.02927,58,Female,Knife
9643,2024-03-31,2021-04-08,21:30,Juhinagar,110,Kidnapping,73.033642,18.979056,18,Other,Blunt Object
9644,2021-12-07,2021-07-23,20:46,Koparkhairane,103,Assault,72.926099,18.941326,13,Female,Fire
9645,2022-03-15,2021-09-28,21:32,Koparkhairane,110,Kidnapping,72.969308,19.147118,31,Male,Explosives
9646,2024-05-12,2020-02-10,06:03,Kharghar,102,Robbery,73.028457,18.987548,57,Male,Knife
9647,2023-06-07,2023-04-08,14:32,Vashi,105,Fraud,73.054382,19.060736,20,Male,None
9648,2024-08-01,2020-11-25,03:20,Koparkhairane,106,Drug-related crime,73.061341,19.181455,20,Male,Knife
9649,2022-10-15,2021-02-03,21:57,Juhinagar,110,Kidnapping,73.085843,19.014992,28,Other,Knife
9650,2020-12-19,2020-09-05,18:33,Turbhe,108,Vandalism,73.068089,19.108736,36,Other,Poison
9651,2022-11-21,2021-04-30,16:06,Seawoods,105,Fraud,72.959461,18.915807,48,Male,Other
9652,2020-07-27,2020-06-17,05:34,Turbhe,102,Robbery,72.962314,19.166819,18,Female,None
9653,2023-10-12,2021-06-24,12:16,Turbhe,101,Theft,73.010434,18.916737,71,Male,Knife
9654,2020-09-05,2020-06-25,23:46,Nerul,109,Cybercrime,73.089247,19.126625,15,Other,Other
9655,2020-06-07,2020-01-27,14:18,Vashi,106,Drug-related crime,73.087944,18.949446,28,Other,Other
9656,2020-07-24,2020-01-26,14:18,Mansarovar,101,Theft,72.974044,18.994605,79,Female,Other
9657,2022-09-20,2020-01-01,13:04,Kharghar,106,Drug-related crime,73.057685,19.049386,37,Female,None
9658,2020-03-27,2020-03-12,03:07,Nerul,105,Fraud,73.095999,19.100127,14,Male,Explosives
9659,2020-11-23,2020-05-03,15:46,Koparkhairane,101,Theft,73.087048,18.985346,54,Female,None
9660,2020-11-23,2020-11-01,15:58,Airoli,108,Vandalism,73.015965,19.024138,15,Other,None
9661,2024-02-13,2021-01-01,08:52,Turbhe,108,Vandalism,73.093559,19.105329,60,Other,Other
9662,2020-09-05,2020-02-23,06:02,Sanpada,110,Kidnapping,72.965825,19.085748,14,Male,None
9663,2021-03-13,2020-10-09,16:20,Mansarovar,101,Theft,73.018991,18.975939,30,Other,Fire
9664,2022-01-20,2021-03-21,23:33,Juhinagar,105,Fraud,73.028615,19.147178,47,Female,None
9665,2022-12-05,2020-01-08,23:23,Seawoods,105,Fraud,72.974912,19.098913,29,Male,Other
9666,2024-11-08,2020-05-29,12:55,Vashi,108,Vandalism,72.972716,18.970947,46,Female,Gun
9667,2022-10-18,2020-05-30,00:28,Seawoods,103,Assault,72.902215,19.064521,51,Male,Gun
9668,2024-07-27,2021-04-01,10:55,Vashi,102,Robbery,72.916931,18.997891,75,Other,Gun
9669,2024-10-01,2020-03-29,13:09,Nerul,104,Burglary,73.029696,19.134294,46,Male,Explosives
9670,2022-01-28,2020-09-20,03:43,Kharghar,107,Homicide,73.095824,19.07587,11,Male,Blunt Object
9671,2024-10-25,2024-09-16,04:11,Vashi,110,Kidnapping,72.951724,19.084519,72,Male,Fire
9672,2020-01-06,2020-01-01,12:05,Airoli,106,Drug-related crime,73.020016,19.136259,58,Female,Other
9673,2024-12-16,2022-05-12,21:42,Koparkhairane,101,Theft,73.092372,19.055071,37,Male,Other
9674,2024-02-29,2023-10-06,21:42,Airoli,110,Kidnapping,72.981911,19.050212,16,Male,Knife
9675,2022-05-06,2021-05-15,19:11,Turbhe,106,Drug-related crime,72.91384,18.915803,37,Male,None
9676,2022-04-29,2020-03-29,21:05,Sanpada,105,Fraud,73.071675,18.930818,77,Female,Explosives
9677,2023-03-03,2021-09-13,17:09,Juhinagar,106,Drug-related crime,72.900499,18.906536,56,Male,Fire
9678,2024-04-11,2020-01-14,09:31,Juhinagar,108,Vandalism,72.901714,19.128215,61,Male,Poison
9679,2024-05-23,2021-03-31,02:12,Belapur,104,Burglary,72.973182,19.009549,34,Other,None
9680,2020-06-04,2020-02-19,01:05,Vashi,103,Assault,73.041849,19.137881,76,Female,Explosives
9681,2020-06-11,2020-03-28,10:27,Belapur,110,Kidnapping,73.01754,19.182274,17,Female,Fire
9682,2022-08-11,2020-11-12,06:42,Sanpada,103,Assault,73.089006,19.139607,32,Male,Poison
9683,2021-01-28,2020-12-25,11:31,Juhinagar,106,Drug-related crime,73.032044,18.981202,12,Female,Poison
9684,2021-08-20,2020-03-28,09:16,Nerul,106,Drug-related crime,72.970396,18.916002,27,Female,Explosives
9685,2021-05-11,2020-06-01,21:35,Airoli,106,Drug-related crime,73.039432,19.066748,49,Male,Knife
9686,2023-02-04,2022-06-13,16:31,Nerul,108,Vandalism,73.012511,18.917255,77,Female,None
9687,2023-12-06,2022-02-04,07:05,Kharghar,107,Homicide,73.025681,19.063786,24,Other,Fire
9688,2024-09-29,2023-06-25,13:43,Airoli,103,Assault,73.062527,19.196831,29,Other,Knife
9689,2024-09-07,2022-07-16,20:40,Juhinagar,102,Robbery,72.986579,18.968717,53,Female,Fire
9690,2023-04-11,2021-08-19,15:33,Juhinagar,107,Homicide,73.044449,19.152118,30,Male,Gun
9691,2020-08-25,2020-05-24,18:58,Airoli,104,Burglary,73.003082,19.055991,33,Female,Fire
9692,2022-01-03,2020-08-23,21:38,Koparkhairane,105,Fraud,72.927565,19.111759,74,Female,Other
9693,2022-06-23,2022-03-24,09:53,Airoli,106,Drug-related crime,72.974013,19.182706,12,Male,Gun
9694,2023-07-10,2023-06-21,16:03,Belapur,104,Burglary,73.028606,18.963039,30,Female,None
9695,2023-02-14,2020-02-08,09:43,Turbhe,104,Burglary,72.951511,19.097597,25,Other,Explosives
9696,2020-11-15,2020-03-15,11:28,Juhinagar,109,Cybercrime,73.032318,18.911721,20,Other,Explosives
9697,2021-09-03,2021-08-08,21:02,Vashi,109,Cybercrime,72.950423,19.065767,56,Other,None
9698,2020-10-06,2020-09-12,19:42,Juhinagar,102,Robbery,73.00803,18.934212,58,Male,Poison
9699,2022-05-24,2021-02-20,10:18,Koparkhairane,110,Kidnapping,72.916776,19.168415,26,Other,Explosives
9700,2023-01-22,2021-08-05,00:02,Vashi,104,Burglary,73.088146,18.988051,40,Other,Gun
9701,2024-10-18,2024-02-08,01:48,Vashi,110,Kidnapping,73.027765,19.189561,20,Other,Other
9702,2022-07-29,2021-11-05,04:16,Belapur,105,Fraud,72.976741,18.918473,35,Male,Knife
9703,2020-07-19,2020-07-19,01:51,Airoli,107,Homicide,73.026066,18.927117,68,Male,Knife
9704,2021-06-24,2021-06-18,13:14,Koparkhairane,109,Cybercrime,73.04767,19.019035,25,Other,Explosives
9705,2023-12-22,2023-07-15,01:14,Kharghar,101,Theft,73.086721,19.050462,35,Other,Explosives
9706,2022-06-28,2021-05-15,14:38,Vashi,108,Vandalism,73.002155,19.040329,76,Female,Explosives
9707,2021-06-15,2020-09-30,18:52,Airoli,102,Robbery,73.026649,19.08786,22,Male,Poison
9708,2020-10-24,2020-07-13,03:43,Nerul,106,Drug-related crime,72.992447,19.144512,72,Female,Explosives
9709,2021-02-14,2020-03-31,18:47,Airoli,110,Kidnapping,72.95538,19.118277,14,Other,Fire
9710,2020-06-11,2020-05-27,19:21,Mansarovar,109,Cybercrime,72.927211,18.927081,80,Male,Blunt Object
9711,2023-01-29,2022-10-05,13:57,Mansarovar,106,Drug-related crime,73.075758,19.073181,78,Male,None
9712,2023-01-17,2021-09-12,14:55,Seawoods,106,Drug-related crime,73.080664,18.980813,38,Male,None
9713,2022-05-27,2020-01-02,02:16,Airoli,107,Homicide,72.991995,19.029971,37,Other,Other
9714,2024-12-30,2021-02-23,00:50,Vashi,106,Drug-related crime,73.047359,18.958086,35,Other,Explosives
9715,2024-05-29,2021-06-13,10:02,Airoli,109,Cybercrime,72.984531,19.190738,67,Male,Fire
9716,2021-06-24,2021-01-24,14:01,Nerul,105,Fraud,72.993327,19.065515,73,Female,Poison
9717,2020-06-01,2020-01-10,05:15,Sanpada,106,Drug-related crime,72.958902,18.94665,10,Female,Fire
9718,2023-06-13,2022-08-19,22:54,Sanpada,107,Homicide,72.90711,19.138169,14,Male,Other
9719,2023-06-20,2022-11-27,19:53,Koparkhairane,107,Homicide,73.076432,18.972691,23,Female,Poison
9720,2021-11-30,2020-07-14,18:08,Belapur,105,Fraud,72.933828,18.935817,31,Female,Explosives
9721,2021-10-30,2021-09-27,09:39,Belapur,102,Robbery,72.949645,19.170686,64,Male,Fire
9722,2023-07-31,2021-10-25,16:42,Turbhe,107,Homicide,73.034464,19.163927,13,Other,Blunt Object
9723,2023-12-24,2022-03-10,11:21,Juhinagar,109,Cybercrime,72.98966,18.938703,41,Female,Blunt Object
9724,2021-02-17,2020-11-19,14:50,Airoli,105,Fraud,73.072081,18.973044,31,Female,None
9725,2020-03-01,2020-02-24,07:34,Koparkhairane,102,Robbery,72.983585,19.139154,43,Female,Blunt Object
9726,2020-05-17,2020-04-12,23:14,Seawoods,102,Robbery,72.919011,18.945882,52,Female,Gun
9727,2022-06-15,2022-05-01,03:43,Kharghar,106,Drug-related crime,73.088687,19.148508,28,Other,None
9728,2023-11-13,2022-11-05,10:31,Mansarovar,103,Assault,72.917891,19.05396,46,Female,None
9729,2023-10-04,2020-09-18,05:50,Nerul,101,Theft,73.046831,19.127747,79,Female,Gun
9730,2021-04-26,2020-09-08,13:40,Koparkhairane,107,Homicide,73.027694,18.923274,31,Female,Poison
9731,2023-04-28,2022-11-21,03:36,Nerul,107,Homicide,72.933456,19.003818,63,Other,Poison
9732,2023-12-18,2020-09-02,12:42,Sanpada,104,Burglary,72.991075,19.161878,79,Other,Knife
9733,2023-02-25,2021-04-26,05:23,Vashi,107,Homicide,73.052266,19.001249,24,Male,Fire
9734,2022-01-25,2021-10-05,04:30,Mansarovar,107,Homicide,72.911205,19.059674,26,Female,Explosives
9735,2021-10-18,2020-07-25,19:22,Juhinagar,107,Homicide,72.91663,18.968819,67,Male,Poison
9736,2024-02-26,2022-09-14,21:53,Nerul,105,Fraud,73.021452,19.020398,31,Female,Other
9737,2023-02-28,2022-09-04,08:57,Juhinagar,107,Homicide,72.994396,19.068292,69,Other,Blunt Object
9738,2020-12-16,2020-04-11,10:20,Seawoods,110,Kidnapping,72.910712,18.927187,52,Female,Fire
9739,2021-10-25,2021-02-14,04:16,Belapur,109,Cybercrime,73.004527,19.058374,27,Male,Poison
9740,2021-01-04,2020-06-21,13:28,Belapur,104,Burglary,72.987079,19.158952,34,Other,Other
9741,2020-04-03,2020-03-15,06:39,Juhinagar,102,Robbery,73.006789,19.147491,25,Male,Other
9742,2022-04-11,2021-01-12,02:27,Koparkhairane,110,Kidnapping,73.057012,19.114236,64,Female,Explosives
9743,2020-05-02,2020-01-22,12:16,Sanpada,108,Vandalism,72.994819,19.083723,58,Male,Explosives
9744,2024-06-18,2024-01-12,03:07,Seawoods,101,Theft,73.090973,19.086961,40,Male,Gun
9745,2022-03-05,2021-12-05,01:54,Mansarovar,108,Vandalism,72.904636,19.055007,13,Male,Fire
9746,2021-10-09,2021-07-25,12:56,Koparkhairane,103,Assault,72.929175,19.143832,20,Other,Explosives
9747,2023-09-26,2023-04-10,06:39,Seawoods,104,Burglary,73.077826,19.056275,46,Other,None
9748,2020-05-24,2020-04-23,21:07,Seawoods,103,Assault,72.978067,18.931756,36,Female,None
9749,2024-06-09,2023-03-19,04:11,Mansarovar,108,Vandalism,72.95549,18.934558,65,Male,Other
9750,2023-01-07,2021-09-05,08:45,Nerul,104,Burglary,72.96534,19.065354,70,Female,Explosives
9751,2021-07-08,2020-09-19,04:23,Turbhe,103,Assault,73.031401,19.016717,56,Female,Gun
9752,2022-09-18,2021-07-29,18:42,Koparkhairane,104,Burglary,72.999738,19.167562,55,Other,Poison
9753,2024-02-11,2022-07-02,02:17,Seawoods,105,Fraud,72.982482,19.102461,46,Other,Poison
9754,2020-12-23,2020-01-15,13:12,Juhinagar,101,Theft,73.00569,18.917366,46,Male,Other
9755,2021-07-14,2021-02-15,02:08,Seawoods,103,Assault,73.048189,19.160328,55,Female,Fire
9756,2024-08-17,2022-08-06,04:06,Belapur,108,Vandalism,72.937038,19.15995,23,Male,Gun
9757,2025-02-12,2024-04-04,17:10,Vashi,106,Drug-related crime,73.086617,18.950323,19,Female,Explosives
9758,2021-02-13,2020-06-15,09:45,Juhinagar,101,Theft,72.922446,18.975931,52,Other,Poison
9759,2025-01-15,2022-03-31,07:45,Airoli,104,Burglary,72.98968,19.109254,18,Female,Explosives
9760,2025-01-25,2022-06-09,10:18,Nerul,104,Burglary,72.986821,18.915507,22,Other,Gun
9761,2022-04-13,2021-11-17,05:41,Sanpada,109,Cybercrime,72.938743,18.975794,79,Other,None
9762,2024-06-05,2022-04-02,11:41,Nerul,105,Fraud,73.061275,18.953569,22,Male,Explosives
